RefSeq mRNA	UniProt Gene Name	Strand	Associated Gene Name
		-1	RP4-796B4.1
		1	IGLVI-38
		-1	IGHV5-78
		1	RP4-654H19.2
		-1	IGHVII-78-1
	IGLV5-37	1	IGLV5-37
	V1-11	1	IGLV1-36
		1	IGLV7-35
		-1	RP1-167A19.5
		-1	IGHV3-79
		1	IGLV2-34
		1	AL353898.1
		-1	IGHV4-80
		1	IGLV2-33
		-1	AL353898.2
	IGHV7-81	-1	IGHV7-81
		1	RP4-758J24.4
		-1	AL353898.3
		-1	RP11-446E24.4
		-1	RP11-446E24.4
		1	IGLV3-32
		-1	IGHVIII-82
		1	TRBV1
		1	IGLV3-31
		-1	RP5-997D24.5
		1	IGLV3-30
		1	TRBV2
		1	RP5-997D24.3
		1	IGLV3-29
		1	RP4-705F19.1
		-1	RP5-866L20.1
		1	IGLV2-28
	TCRBV9S1A1T	1	TRBV3-1
		1	RP5-866L20.2
		1	IGLV3-27
		1	RP5-866L20.3
		1	TRBV4-1
		1	RP11-240D10.2
		1	IGLV3-26
	TCRBV5S1A1T	1	TRBV5-1
		-1	RP11-240D10.4
		1	IGLVVI-25-1
		1	RP11-67L3.2
	TCRBV13S3	1	TRBV6-1
		-1	RP11-67L3.6
		1	IGLV3-25
		1	TRBV7-1
		1	RP11-67L3.5
		1	IGLV3-24
		1	RP11-67L3.4
		1	RP11-67L3.4
		1	RP11-67L3.4
		1	RP11-67L3.4
	TCRBV7S3A2	1	TRBV4-2
		1	IGLV2-23
		-1	RP11-12C17.2
	TCRBV6S2A1N1T	-1	TRBV7-8
		1	IGLVVI-22-1
		1	RP11-101C11.1
	IGLV3-22	1	IGLV3-22
		1	GYG1P3
		-1	TRBV6-9
	V2-14	1	IGLV3-21
		1	GOT2P1
		-1	TRBV5-7
		-1	RP4-633H17.2
		1	IGLVI-20
	TCRBV6S6A2T	-1	TRBV7-7
		1	RP11-466L17.1
		1	IGLV3-19
		1	RP11-90C4.1
		-1	TRBV6-8
	IGLV2-18	1	IGLV2-18
		-1	RP11-90C4.2
		-1	RP11-90C4.4
		1	IGLV3-17
	TCRBV5S2	-1	TRBV5-6
		1	RP11-90C4.3
		1	RP1-158P9.1
		1	IGLV3-16
		-1	TRBV7-6
		-1	RP4-710M16.1
		1	IGLV3-15
		-1	TRBV6-7
		1	RP4-710M16.2
	V1-4	1	IGLV2-14
		-1	TRBV5-5
		1	RP11-213P13.1
		-1	RP11-377K22.3
		1	IGLV3-13
		-1	TRBV7-5
	IGLV3-12	1	IGLV3-12
		-1	RP11-377K22.2
		-1	TRBV6-6
		-1	RP11-378I13.1
	IGLV2-11	1	IGLV2-11
		1	RP5-1103B4.3
		-1	TRBV5-4
	V2-7	1	IGLV3-10
		1	RP6-239D12.1
	V2-6	1	IGLV3-9
		-1	TRBV7-4
		1	RP6-102O10.1
	V1-2	1	IGLV2-8
	TCRBV13S1	-1	TRBV6-5
		-1	RP11-243M12.1
		-1	TRBV12-2
		1	RP4-737A23.2
		1	RP4-737A23.2
		1	RP4-737A23.2
		1	RP4-737A23.2
		1	IGLV3-7
		1	IGLV3-6
	TCRBV12S3	-1	TRBV10-2
		1	IGLV2-5
		1	IGLV3-4
		-1	TRBV12-1
		1	RP4-737A23.3
		-1	HNRNPA1P6
	IGLV4-3	1	IGLV4-3
	TCRBV21S1	-1	TRBV11-1
		-1	RP11-393I23.2
		1	IGLV3-2
		1	RP11-393I23.4
		1	RP11-393I23.3
	TCRBV12S2	-1	TRBV10-1
	V2-1	1	IGLV3-1
		-1	RP11-414C16.1
		1	IGLJ1
	TCRBV1S1A1N1	-1	TRBV9
		-1	RP4-592A1.2
		-1	RP4-592A1.2
		1	IGLC1
		1	RP4-794H19.2
		1	RP4-794H19.2
		-1	TRBV5-3
		1	IGLJ2
		-1	RP11-63G10.2
		-1	TRBV8-2
		-1	RP4-794H19.1
		-1	RP4-794H19.1
		-1	TRBV7-3
	IGLC1	1	IGLC2
		1	PHBP3
	TCRBV13S5	-1	TRBV6-4
		1	IGLJ3
		1	RP4-794H19.4
		1	RP4-794H19.4
		1	RP4-794H19.4
		-1	TRBV5-2
	IGLC1	1	IGLC3
		-1	TRBV8-1
		1	IGLJ4
		-1	RP11-145M4.1
		-1	RP11-145M4.2
		1	TRBV19
		1	IGLC4
		-1	RP11-145M4.3
		1	IGLJ5
		1	TRBV20-1
		-1	RP11-470E16.1
		-1	RP11-470E16.1
		1	IGLC5
		1	TRBV21-1
		-1	RP4-782L23.2
		1	IGLJ6
		1	RP4-782L23.1
		1	TRBV22-1
		1	IGLC6
		1	RP11-575B7.2
		1	TRBV23-1
		1	IGLJ7
		1	RP11-575B7.3
		-1	RP11-776H12.1
	IGLC7	1	IGLC7
	TCRBV15S1	1	TRBV24-1
		-1	RP11-436K8.1
		1	TRAV1-1
		-1	RP4-668G5.1
		-1	RP4-668G5.1
		-1	RP4-668G5.1
		1	TRBV25-1
		1	TRAV1-2
		1	TRBVA
		1	TRBV26
		-1	RP5-833A20.1
		1	TRAV2
		1	TRBVB
		1	RP11-430G17.1
		1	TRAV3
		1	HBXIPP1
		1	TRBV27
		-1	RP4-537K17.2
		1	TRAV4
	TCRBV3S1	1	TRBV28
		1	RP5-1155K23.2
		1	RP5-1155K23.1
		1	TRAV5
	TCRBV4S1A1T	1	TRBV29-1
		-1	RP5-1155K23.4
		-1	RP5-849H19.2
		1	TRAV6
		1	TRBJ2-1
		1	RP11-230B22.1
		1	RP4-771M4.3
		1	TRAV7
		1	TRBJ2-2
		1	RP4-771M4.2
		-1	RP11-5P4.1
		-1	RP11-5P4.1
		-1	RP11-5P4.1
		1	TRBJ2-2P
		1	TRAV8-1
		1	TRBJ2-3
		1	TRAV9-1
		1	RP11-5P4.2
		-1	AL162400.1
		1	TRBJ2-4
		1	RP11-335E6.2
		1	TRAV10
		-1	RP11-335E6.1
		-1	RP11-335E6.1
		-1	RP11-335E6.1
		-1	RP11-335E6.1
		-1	RP11-335E6.1
		1	TRBJ2-5
		1	TRAV11
		1	TRAV12-1
		1	TRBJ2-6
		1	TRAV8-2
		1	TRBJ2-7
		1	TRAV8-3
		1	RP11-335E6.3
	TRBC2	1	TRBC2
		1	AL138935.1
		1	TRAV13-1
	TCRBV20S1A1N2	-1	TRBV30
		-1	RP4-792G4.2
		-1	RP4-792G4.2
		-1	RP4-792G4.2
		-1	RP4-792G4.2
		-1	RP4-792G4.2
NM_001362		1	DIO3
		1	TRAV12-2
NM_001040663	GAGE4	1	GAGE4
NM_001040663	GAGE1	1	GAGE4
		1	TRAV8-4
		-1	AL049636.1
NM_001126049	KLLN	-1	KLLN
NM_001080113	C14ORF184	-1	AL133373.1
		1	TRAV8-5
		-1	RP4-597J3.1
NM_001136509	ZNF843	-1	ZNF843
		-1	CFL1P3
		-1	CFL1P3
NM_033309	B3GNT9	-1	B3GNT9
		1	TRAV13-2
NM_001080404	ZNF878	-1	ZNF878
		-1	RP11-24J23.2
		-1	RP11-24J23.2
	HADV14S1	1	AE000659.1
NM_178511	PRR24	1	PRR24
		1	TRAV9-2
NM_001101340	ADM5	1	C19orf76
		1	RP11-182I10.1
NM_001129907	TMPRSS11BNL	-1	TMPRSS11BNL
		1	TRAV15
		1	RP11-182I10.2
NM_022347	IFRG15	-1	AL359853.3
		-1	RP11-182I10.3
		-1	RP11-182I10.3
		-1	RP11-182I10.3
		-1	RP11-182I10.3
		1	TRAV12-3
NM_001165924		1	AC005871.1
NM_001190980	YAF2	-1	YAF2
		1	TRAV8-6
NM_001146683	C14ORF176	1	C14orf176
NM_001164399	C14ORF38	-1	C14orf38
NM_001162997		1	C17orf110
		1	TRAV16
		-1	RP11-182I10.4
NM_001099694	ZNF578	1	ZNF578
		1	TRAV17
NM_001163678	SHOX2	-1	AC112502.1
		-1	RP4-535B20.1
NM_001164479	C5ORF63	-1	C5orf63
		1	TRAV18
NM_001164478	C5ORF63	-1	C5orf63
NM_001159522	ZNF727	1	ZNF727
		-1	RP4-535B20.2
		1	J01415.2
		1	J01415.24
		1	J01415.3
		1	J01415.4
		1	TRAV19
		1	J01415.1
	ND1	1	MT-ND1
	MT-ND1	1	MT-ND1
		1	J01415.5
		-1	J01415.6
		1	J01415.7
		-1	RP4-535B20.3
	MT-ND2	1	MT-ND2
		1	J01415.8
		-1	J01415.9
		-1	J01415.10
		-1	J01415.11
		-1	J01415.12
	COXI	1	MT-CO1
	COI	1	MT-CO1
	COX1	1	MT-CO1
	MT-CO1	1	MT-CO1
		-1	J01415.13
		1	J01415.14
		1	RP4-700A9.1
	MT-CO2	1	MT-CO2
	COII	1	MT-CO2
	COX2	1	MT-CO2
		1	J01415.15
		1	TRAV20
	MT-ATP8	1	J01415.25
	ATP8	1	J01415.25
		-1	RP5-1044H5.1
	MT-ATP6	1	MT-ATP6
	ATP6	1	MT-ATP6
	COIII	1	MT-CO3
	COX3	1	MT-CO3
	MT-CO3	1	MT-CO3
		1	J01415.16
	NADH3	1	MT-ND3
	ND3	1	MT-ND3
	MT-ND3	1	MT-ND3
		1	J01415.17
		-1	RP5-1044H5.2
	ND4L	1	MT-ND4L
	MT-ND4L	1	MT-ND4L
		1	TRAV21
	NADH4	1	MT-ND4
	ND4	1	MT-ND4
	MT-ND4	1	MT-ND4
		1	J01415.18
		1	J01415.19
		1	J01415.20
		1	RP4-630A11.3
	ND5	1	MT-ND5
	MT-ND5	1	MT-ND5
	NADH6	-1	MT-ND6
	ND6	-1	MT-ND6
	MT-ND6	-1	MT-ND6
		-1	J01415.21
	CYB	1	MT-CYB
	CYTB	1	MT-CYB
	MT-CYB	1	MT-CYB
		1	J01415.22
		-1	J01415.23
		-1	AC022413.1
		1	TRAV22
		-1	RP11-430H12.2
		1	AC116351.3
		1	AC010627.1
		-1	RP11-397C12.1
	HADV23S1	1	TRAV23DV6
		-1	AC139495.1
		-1	AC139495.1
		1	RP11-266I14.3
	HDV101S1	1	TRDV1
		1	RP11-342H21.2
		1	RP4-763G1.1
		1	TRAV24
		1	RP4-763G1.2
		1	AC034207.1
		1	RP11-393N21.1
		1	AC137549.1
		1	TRAV25
		1	AC026449.1
		-1	RP5-817C23.1
		1	AC005753.1
		1	TRAV26-1
		1	RP11-518D3.1
		1	RP11-518D3.1
		1	RP11-518D3.1
		1	RP11-518D3.1
		1	RP11-518D3.1
		1	AC126775.1
		-1	AC106731.1
		1	TRAV8-7
		-1	AC145098.1
		-1	AC136940.1
		-1	AC104117.1
		1	TRAV27
		1	AC024592.1
		1	RP4-609E1.2
		1	TRAV28
		1	CLEC4GP1
		-1	RP4-609E1.3
		-1	RP11-518D3.3
	HADV29S1	1	TRAV29DV5
		-1	RPS7P4
		1	AC010323.1
		1	COX6B1P7
		1	AC008567.1
		1	TRAV30
		-1	TCEB1P18
NM_001242812		1	AC008759.1
		1	AC008759.1
		-1	RP5-1033K19.2
		1	TRAV31
		1	AC008481.2
		1	TRAV32
		1	AC022098.3
		1	RP4-694A7.2
		1	TRAV33
		1	TRAV26-2
		1	RP4-694A7.4
		-1	AC004510.1
		-1	RP4-694A7.3
		1	AC020911.1
		1	TRAV34
		-1	AC011477.1
		-1	AC011477.1
		1	RP11-424D14.1
		1	TRAV35
		-1	AC011477.2
		-1	RP11-74K19.1
		-1	AC010615.2
		-1	AC123912.1
	HADV36S1	1	TRAV36DV7
		1	RP3-380B4.1
		1	PIN1P1
		1	PIN1P1
		1	TRAV37
		1	AC092364.1
		1	TRAV38-1
		-1	AC123912.2
		-1	RP11-181B18.1
		-1	RP11-181B18.1
		-1	AC022409.1
		-1	AC022409.1
	HADV38S2	1	TRAV38-2DV8
		1	RP4-677H15.2
		-1	AC006504.2
		-1	RP4-677H15.4
		1	TRAV39
		1	TRAV40
		-1	RP11-180O5.2
		1	AC006504.1
		1	RP11-42O15.2
		-1	AC005394.1
		1	TRAV41
		1	RP11-428K13.1
		1	RP5-952N6.1
	HDV102S1	1	TRDV2
		-1	AC011474.1
		-1	RP11-99H8.1
		-1	AC007773.1
		1	RP3-333A15.1
		1	TRDD1
		1	AC008555.4
		1	RP11-108P2.1
		1	RP11-108P2.1
		1	AC020928.1
		1	TRDD2
		1	AC020928.2
		1	AC020928.2
		1	RP11-386O9.1
		1	RP11-386O9.1
		1	RP11-386O9.1
		1	TRDD3
		-1	AC008537.3
		1	TRDJ1
		1	AC006276.1
		-1	AC011508.1
		1	RP11-386O9.2
		1	TRDJ4
		-1	AC006213.1
		-1	RP11-115M14.1
		1	RP11-316C12.2
		1	TRDJ2
		-1	AC011489.1
		1	RP11-82L20.1
		-1	RP11-175G14.1
		-1	AC138128.1
		1	GDI2P2
		1	TRDJ3
		-1	AC007785.1
		1	RP11-292O17.1
	TRDC	1	TRDC
		-1	RP4-660H19.1
		-1	AC006262.2
		1	RP11-262K1.1
		1	AC006262.1
		1	AC006262.1
		1	KRT8P21
	HDV103S1	-1	TRDV3
		1	RP4-598G3.1
		1	RP4-598G3.1
		1	RP4-598G3.1
		1	RP4-598G3.1
		1	RP4-598G3.1
		1	TRAJ61
		1	AC073548.1
		1	TRAJ60
		1	AC008392.1
		1	TRAJ59
		1	RP11-275A6.1
		1	TRAJ58
		-1	AC018755.2
		1	RP11-275A6.2
		1	AC011460.1
		-1	RP11-439H8.4
		-1	AC010332.1
		-1	AC010332.1
	TCR-ALPHA	1	TRAJ57
		1	RP4-650F12.2
		1	RP4-650F12.2
		-1	RP11-17E13.3
		1	TRAJ56
		1	RP4-612J11.1
		1	AC010327.1
		1	RP11-93N20.1
		1	AC024580.2
		-1	RP11-510C10.2
		1	TRAJ55
		1	AC006116.1
		1	AC006116.1
		1	AC006116.1
		-1	RP11-510C10.3
		1	TRAJ54
	TCR-ALPHA	1	TRAJ53
		1	RP11-87O11.1
		-1	AC005498.1
		1	TRAJ52
		1	RP4-595K12.1
		-1	RP4-595K12.2
		1	TRAJ51
		1	MIMT1
		-1	RP4-682C21.5
		1	TRAJ50
		-1	RP4-682C21.2
		-1	RP4-682C21.2
		-1	AC020915.1
		1	TRAJ49
		1	AL139125.1
		1	RP11-550H2.1
	TCR-ALPHA	1	TRAJ48
		1	AL590365.1
		1	RP11-550H2.2
		1	AL512641.1
		-1	RP11-335E14.1
		1	TRAJ47
		-1	AL160287.1
		1	TPI1P1
	TCR-ALPHA	1	TRAJ46
		-1	AC024597.1
		1	AL355344.1
		1	TRAJ45
		-1	RP11-415A20.1
		-1	AC022389.1
		1	TRAJ44
		1	RP4-706A16.2
		-1	AL161652.2
		1	TRAJ43
		1	RP4-706A16.3
		1	RP4-706A16.3
		1	AC010789.1
		1	RP11-363H12.1
		1	AL121928.1
	TCR-ALPHA	1	TRAJ42
		-1	RP11-375A5.1
		-1	RP4-706L14.2
		-1	AL360001.1
		1	TRAJ41
		1	AL390763.1
	TCR-ALPHA	1	TRAJ40
		1	AL139123.1
		1	AC116565.1
		-1	RP11-181C21.4
		-1	RP11-181C21.4
	TCR-ALPHA	1	TRAJ39
		1	NSRP1P1
		1	AC092535.2
		1	TRAJ38
		1	RP11-181C21.6
		1	TRAJ37
		1	AC116562.3
		-1	C1orf118
		1	TRAJ36
		-1	AC108519.1
		-1	RP11-386I14.2
		1	TRAJ35
		1	RP11-386I14.3
		-1	RP11-472F19.2
	TCR-ALPHA	1	TRAJ34
		-1	AC006445.1
		-1	AC006445.1
		1	RP11-183M13.1
		1	RP11-183M13.1
		1	TRAJ33
		1	AC006427.1
		1	TRAJ32
		1	AC068620.1
		-1	RP11-472F19.1
		1	TRAJ31
		1	RP4-641G12.3
		-1	AC097470.1
		1	AC018797.1
		1	RP4-641G12.4
		1	TRAJ30
		1	SNHG8
		-1	RP11-548C21.1
		1	TRAJ29
		-1	AC110079.2
		1	RP4-726F1.1
		1	AC108062.1
		1	ADH5P2
		1	TRAJ28
		-1	AC108052.1
		-1	RP11-339A11.1
		1	HMGB1P18
		-1	AC093599.1
		-1	RP11-339D23.1
	TCR-ALPHA	1	TRAJ27
		-1	AC019257.1
		-1	RP11-115A15.3
		1	AC087203.1
		1	TRAJ26
		-1	RP11-115A15.4
		1	RP11-115A15.2
		-1	AC068587.3
		-1	AC068587.3
		-1	AC068587.3
		1	TRAJ25
		-1	RP11-115A15.1
	TCR-ALPHA	1	TRAJ24
		1	RP5-887A10.1
		1	RP5-887A10.1
		1	RP5-887A10.1
	TCR-ALPHA	1	TRAJ23
		-1	AC091558.1
		1	MTND2P30
		1	TRAJ22
		1	AC113194.1
		-1	RP5-831K15.1
		1	TRAJ21
		1	RP3-445O10.1
		1	AC011037.1
		1	RP11-159J16.1
		1	AC012533.1
		1	TRAJ20
		1	RP5-837I24.1
		1	AC232323.1
		1	RP5-837I24.6
		1	TRAJ19
		-1	RP5-837I24.2
		1	TRAJ18
		1	AP001206.1
		1	AC103705.1
		-1	RP5-837I24.3
		-1	AL034548.1
	TCR-ALPHA	1	TRAJ17
		-1	AL035461.1
		-1	RP5-837I24.4
		1	TRAJ16
		1	AL035456.1
		-1	RP5-837I24.5
		-1	AL035562.1
		1	TRAJ15
		1	ST13P20
		-1	AL035661.1
		1	AL354889.1
		1	TRAJ14
		-1	RP11-147G16.1
		1	RP4-601K24.1
		1	RP4-601K24.1
		-1	AL035541.1
	TCR-ALPHA	1	TRAJ13
		1	AL161940.1
		1	TRAJ12
		-1	RP11-170N11.1
		-1	RP11-170N11.1
		1	AL121673.2
		1	TRAJ11
		1	AL121673.1
		1	RP11-413G15.1
	TCR-ALPHA	1	TRAJ10
		-1	RP11-475O6.1
		-1	RP11-475O6.1
		-1	RP11-475O6.1
		-1	RP11-475O6.1
		-1	RP11-475O6.1
		-1	AC068446.1
	TCR-ALPHA	1	TRAJ9
		-1	AC138649.1
		-1	AC138649.1
		1	TRAJ8
	TCR-ALPHA	1	TRAJ7
		1	RP5-836J3.1
		1	AC055876.5
		1	AC055876.5
		1	AC055876.5
		1	TRAJ6
		-1	TTLL7-IT1
		-1	RP4-552O12.1
		1	TRAJ5
	TCR-ALPHA	1	TRAJ4
		1	RP11-486G15.1
		1	AC022613.1
		1	TRAJ3
		1	RP11-82H13.2
		1	RP11-376N17.4
		1	RP11-376N17.4
		1	RP11-376N17.4
		1	AC019322.2
	TCR-ALPHA	1	TRAJ2
		-1	AC026150.6
	TCR-ALPHA	1	TRAJ1
		1	AC104759.1
		-1	AC135983.2
		1	TRAC
		-1	UOX
		-1	UOX
	TRBV20OR9-2	1	TRBV20OR9-2
		1	ACTG1P4
		1	SPATA1
		1	SPATA1
		1	SPATA1
		1	SPATA1
		1	SPATA1
		1	SPATA1
		1	SPATA1
		1	SPATA1
		1	SPATA1
		1	SPATA1
	TRBV21OR9-2	1	TRBV21OR9-2
		-1	RP5-1108M17.5
		1	AMYP1
		1	TRBV22OR9-2
		1	RP11-97C18.1
	TRBV23OR9-2	1	TRBV23OR9-2
		1	TRBV24OR9-2
		1	RP11-364B6.2
		1	IGLCOR22-1
		1	RP11-364B6.1
	TRGC2	-1	TRGC2
		-1	FTLP17
		1	RP11-414B7.1
		-1	TRGJ2
		-1	RP11-251P6.1
		-1	RP11-251P6.1
		1	SEPT2P1
		-1	RP11-484D4.3
		-1	RP11-90H3.2
		1	RP11-90H3.1
		1	RP11-131L23.1
		1	RP11-131L23.1
		-1	RP11-24P14.1
		-1	RP11-24P14.1
		-1	RP11-24P14.1
		1	RP11-290M5.2
		1	RP4-682E18.1
		1	RP5-947P14.1
		1	RP5-947P14.1
		-1	RP11-444C12.1
		-1	RP4-651E10.3
		-1	RP5-947P14.2
		-1	RP4-651E10.4
		-1	RP11-233E12.4
		1	CLCA3P
		1	CLCA3P
		1	CLCA3P
		-1	RP11-233E12.3
		-1	RP11-233E12.2
		1	RP11-233E12.1-001
		1	RP11-270C12.3
		1	RP11-356N1.1
		1	RP11-356N1.2
		1	RP11-356N1.2
		-1	RP11-483I13.2
		1	RP4-612B15.2
		1	RP11-483I13.4
		1	RP11-483I13.4
		-1	RP4-604K5.2
		-1	RP11-384B12.2
		1	RP11-483I13.3
		1	RP11-384B12.3
		-1	RP4-544H6.2
		1	NBPF5
		1	NBPF5
		-1	RP5-1027O11.1
		-1	RP11-76N22.1
		-1	RP11-76N22.2
		-1	RP11-76N22.2
		-1	RP11-242D10.2
		1	RP11-131J3.1
		1	ST13P21
		1	RP11-76N22.3
		1	TCEB1P19
		1	RP5-964H19.2
		1	RP11-82K18.2
		-1	RP11-293A10.3
		-1	RP5-837D10.2
		-1	RP5-837D10.2
		-1	RP11-475E11.2
		1	RP11-475E11.5
		1	RP11-475E11.5
		1	RP4-620F22.2
		-1	RP4-620F22.3
		-1	RP5-1065J22.2
		1	RP5-908D6.1
		1	RP11-20O24.4
		1	RP11-20O24.4
		1	RP11-20O24.1
		1	RANP5
		1	CAPNS1P1
		-1	RP5-1065J22.4
		1	GBP1P1
		1	GBP1P1
		-1	RP5-1160K1.8
		1	RP5-1160K1.3
		-1	RP5-1160K1.6
		1	RP5-1160K1.1
		1	RP4-735C1.4
		1	RP4-735C1.4
		-1	RP5-1007M22.2
		-1	RP5-1007M22.2
		-1	RP5-1007M22.2
		-1	RP5-1007M22.2
		-1	RP4-735C1.5
		1	RP4-735C1.6
		1	RP5-1007M22.3
		-1	RP11-195M16.1
		1	RP11-413E1.4
		1	RP4-773N10.5
		-1	RP11-413E1.2
		1	RP5-943J3.1
		1	RP4-773N10.4
		-1	RP11-302M6.2
		1	RP4-773N10.6
		-1	GEMIN8P4
		-1	GEMIN8P4
		-1	RP5-1028L10.1
		-1	RP5-1028L10.1
		-1	RP5-1028L10.1
		-1	RP11-302M6.4
		-1	RP5-827O9.1
		-1	RP5-1028L10.2
		-1	KCNC4-AS1
		-1	RP4-665J23.1
		-1	RP4-665J23.1
		-1	RP4-665J23.1
		-1	RP5-1074L1.1
		1	RP11-225L12.2
		1	RP11-225L12.2
		1	RP4-665J23.2
		1	CYMP
		1	CYMP
		1	CYMP
		-1	PHKA1P1
		1	RP5-924G13.2
		1	FEN1P1
		-1	RP11-470L19.2
		-1	RP11-498A13.1
		-1	RP11-47K11.3
		1	OR11I1P
		-1	RP11-47K11.2
		1	RP11-91I11.1
		1	RP11-96K19.2
		1	HSP90B3P
		1	HSP90B3P
		-1	CCNT2P1
		1	RP11-165H20.4
		1	LPCAT2BP
		-1	RP4-621B10.3
		1	RP11-165H20.1
		1	RP11-165H20.1
		1	RP11-165H20.1
		1	RP11-165H20.1
		-1	GAPDHP46
		1	RP4-621B10.6
		1	RP4-775D17.1
		-1	RP5-1125M8.2
		1	RP5-1125M8.3
		-1	ACTBP12
		-1	RP4-593M8.1
		-1	RP5-1125M8.5
		-1	HMGB3P9
		1	RP11-330C7.3
		-1	RP11-330C7.4
		1	CCNJP2
		1	RP11-386I23.1
		-1	RP4-612C19.1
		1	RP5-1125M8.6
		-1	RP4-612C19.2
		-1	PGCP1
		-1	PGCP1
		-1	RP4-717I23.3
		-1	RP4-717I23.3
		-1	RP4-717I23.3
		-1	RP4-717I23.3
		-1	RP4-717I23.3
		-1	RP4-717I23.3
		-1	RP4-717I23.3
		-1	RP4-717I23.3
		-1	RP4-717I23.3
		-1	RP4-717I23.3
		-1	RP4-717I23.3
		-1	RP4-717I23.3
		-1	RP4-717I23.3
		-1	RP4-717I23.3
		-1	RP4-717I23.3
		-1	RP4-717I23.3
		-1	RP4-717I23.3
		-1	RP4-717I23.3
		-1	RP4-717I23.3
		-1	RP4-717I23.3
		-1	RP4-717I23.3
		-1	RP4-717I23.3
		-1	RP4-717I23.3
		1	RP11-552M11.2
		-1	RP11-552M11.4
		-1	RP11-552M11.4
		-1	RP5-836N10.1
		-1	RP5-836N10.1
		-1	RP5-836N10.1
		-1	RP4-773A18.2
		1	RP4-773A18.4
		1	RP4-773A18.4
		-1	KCND3-IT1
		1	KCND3-AS1
		1	KCND3-AS1
		1	KCND3-AS1
		1	RP11-88H9.2
		1	RP11-88H9.2
		1	RP11-88H9.1
		-1	RP5-965F6.2
		1	RP5-965F6.1
		-1	RP4-717I23.2
		-1	RP4-713B5.2
		1	RP4-671G15.2
		1	RP5-1033H22.2
		1	RP5-1033H22.2
		1	RP5-1033H22.2
		1	RP5-1033H22.2
		1	RP5-1033H22.2
		1	RP4-671G15.3
		-1	MRPL53P1
		-1	RP11-426L16.3
		1	RP11-426L16.7
		-1	RP11-488P3.1
		-1	CHCHD2P5
		-1	RP11-426L16.8
		-1	RP11-426L16.8
		-1	RP11-426L16.8
		-1	MTND4P11
		-1	RP5-837O21.6
		-1	RP5-837O21.5
		-1	RP5-837O21.4
		1	RP3-522D1.1
		1	RP3-522D1.1
		-1	RP5-837O21.8
		-1	RP5-837O21.3
		-1	RP3-522D1.2
		-1	RP5-837O21.1
		1	AKR7A2P1
		-1	RP5-837O21.2
		1	RP11-78O9.1
		1	RP11-31F15.1
		1	RP11-31F15.1
		1	RP11-31F15.1
		1	RP11-31F15.1
		1	RP11-148B18.1
		1	GAPDHP29
		-1	RP11-148B18.4
		1	RP11-148B18.3
		1	RP11-389O22.1
		1	RP11-389O22.1
		-1	RP11-366L18.1
		-1	RP11-31F15.2
		-1	RP11-86H7.6
		-1	RLIMP2
		-1	RP11-86H7.7
		-1	RP11-86H7.1
		-1	RP11-86H7.1
		-1	RP11-86H7.1
		-1	RP11-86H7.1
		-1	RP11-86H7.1
		-1	RP11-86H7.1
		-1	RP11-86H7.1
		-1	RP11-86H7.1
		1	RP11-389O22.4
		1	RP11-389O22.5
		1	RP11-512F24.1
		-1	MTND5P20
		-1	RP4-730K3.3
		-1	RP11-86H7.3
		1	RP5-1073O3.2
		1	RP5-1073O3.2
		1	RP5-1073O3.2
		-1	RP11-86H7.2
		-1	RP11-465K1.2
		-1	RP11-465K1.2
		1	RP5-1073O3.5
		1	RP4-639F20.1
		1	RP4-639F20.1
		1	RP4-639F20.1
		-1	RP5-1073O3.7
		-1	RP5-1073O3.7
		-1	RP5-1073O3.7
		-1	RP5-1073O3.7
		-1	RP4-639F20.3
		1	RP11-313A24.1
		-1	RP4-590F24.2
		1	RP11-57H12.2
		-1	RP11-57H12.3
		-1	RP11-57H12.3
		1	RP4-543J13.1
		-1	RP11-57H12.5
		1	RP4-591B8.2
		-1	RP4-586O15.1
		1	EIF2S2P5
		-1	RP11-14O19.1
		1	RP11-343L14.2
		-1	RP11-14O19.2
		-1	RP11-14O19.2
		1	NR1H5P
		1	RP4-617C6.1
		1	RP11-286B14.1
		1	RP11-286B14.1
		1	RP11-286B14.1
		1	RP11-286B14.1
		1	RP4-666F24.3
		1	RP4-663N10.1
		1	RP4-663N10.2
		1	RP11-147C23.1
		1	RP11-147C23.1
		1	RP11-147C23.1
		1	RP11-147C23.1
		1	TCEB1P20
		1	RP11-710N8.2
		-1	RP11-485H8.2
		-1	RP5-898J17.1
		1	RP4-736I12.1
		1	RP11-12L8.1
		1	UBE2WP1
		-1	RP11-159M11.2
		1	EEF1A1P11
		1	RP5-1185H19.2
		-1	RP5-871P9.1
		-1	RP4-655J12.3
		-1	RP11-122C9.1
		-1	RP4-655J12.4
		-1	RP4-655J12.4
		-1	RP4-655J12.4
		-1	RP4-655J12.4
		-1	RP4-655J12.4
		-1	RP4-655J12.4
		1	DPYD-AS1
		-1	DPYD-IT1
		1	SEC63P1
		1	RPL26P9
		-1	RP4-655J12.5
		-1	RP4-655J12.5
		1	RP11-272L13.2
		1	DPYD-AS2
		1	DPYD-AS2
		-1	RP5-1086K13.1
		-1	NAP1L4P1
		-1	RP11-490G2.1
		-1	GAPDHP64
		-1	RP4-672J20.2
		-1	RP4-672J20.2
		1	RP4-672J20.1
		-1	NEFHP1
		1	RP5-1070A16.1
		1	RP5-896L10.1
		1	RP11-234N17.1
		-1	FTH1P22
		1	RP4-735N21.1
		-1	RP11-27K13.3
		-1	RP11-27K13.3
